,Provincia,Poblacion
3146,BUENOS AIRES,58315
3147,BUENOS AIRES,0
3148,BUENOS AIRES,1845
3149,BUENOS AIRES,80
3150,BUENOS AIRES,233339
3151,BUENOS AIRES,43211
3152,BUENOS AIRES,116615
3153,BUENOS AIRES,116368
3154,BUENOS AIRES,10199
3155,BUENOS AIRES,51834
3156,ENTRE RIOS,1241
3157,BUENOS AIRES,2607
3158,BUENOS AIRES,20
3159,BUENOS AIRES,261
3160,BUENOS AIRES,528
3161,BUENOS AIRES,1814
3162,BUENOS AIRES,47452
3163,BUENOS AIRES,2360
3164,BUENOS AIRES,34760
3165,BUENOS AIRES,0
3166,BUENOS AIRES,23405
3167,BUENOS AIRES,478
3168,BUENOS AIRES,8403
3169,CABA,176076
3170,CORDOBA,738
3171,CORDOBA,17
3172,CORDOBA,10407
3173,CORDOBA,7200
3174,CORDOBA,2387
3175,SAN JUAN,0
3176,SAN JUAN,0
3177,CABA,91563
3178,ENTRE RIOS,1730
3179,ENTRE RIOS,4520
3180,ENTRE RIOS,574
3181,ENTRE RIOS,0
3182,ENTRE RIOS,1940
3183,ENTRE RIOS,8577
3184,ENTRE RIOS,474
3185,CORDOBA,2777
3186,CORDOBA,2428
3187,CORDOBA,3709
3188,CORDOBA,4361
3189,CORDOBA,10391
3190,CORDOBA,2752
3191,CORDOBA,27004
3192,CORDOBA,6217
3193,CORDOBA,0
3194,CORDOBA,789
3195,CORDOBA,174
3196,CORDOBA,26
3197,ENTRE RIOS,516
3198,ENTRE RIOS,1274
3199,ENTRE RIOS,0
3200,ENTRE RIOS,0
3201,ENTRE RIOS,895
3202,ENTRE RIOS,25
3203,ENTRE RIOS,519
3204,ENTRE RIOS,102
3205,ENTRE RIOS,42
3206,ENTRE RIOS,355
3207,ENTRE RIOS,2149
3208,ENTRE RIOS,255
3209,ENTRE RIOS,0
3210,ENTRE RIOS,19142
3211,ENTRE RIOS,171
3212,ENTRE RIOS,0
3213,ENTRE RIOS,438
3214,ENTRE RIOS,514
3215,ENTRE RIOS,8868
3216,ENTRE RIOS,22
3217,ENTRE RIOS,44
3218,ENTRE RIOS,59
3219,ENTRE RIOS,585
3220,ENTRE RIOS,0
3221,ENTRE RIOS,6312
3222,ENTRE RIOS,32734
3223,ENTRE RIOS,137
3224,ENTRE RIOS,0
3225,ENTRE RIOS,207
3226,ENTRE RIOS,58
3227,ENTRE RIOS,0
3228,ENTRE RIOS,16658
3229,ENTRE RIOS,1177
3230,ENTRE RIOS,4143
3231,ENTRE RIOS,264
3232,BUENOS AIRES,158
3233,BUENOS AIRES,11510
3234,BUENOS AIRES,919
3235,BUENOS AIRES,20
3236,BUENOS AIRES,13
3237,BUENOS AIRES,1778
3238,BUENOS AIRES,10
3239,BUENOS AIRES,38
3240,BUENOS AIRES,20263
3241,BUENOS AIRES,46
3242,BUENOS AIRES,12
3243,BUENOS AIRES,1054
3244,BUENOS AIRES,22
3245,BUENOS AIRES,11
3246,BUENOS AIRES,23621
3247,BUENOS AIRES,44713
3248,BUENOS AIRES,0
3249,BUENOS AIRES,557
3250,BUENOS AIRES,302
3251,BUENOS AIRES,0
3252,BUENOS AIRES,0
3253,BUENOS AIRES,0
3254,BUENOS AIRES,0
3255,BUENOS AIRES,97363
3256,BUENOS AIRES,1926
3257,BUENOS AIRES,57
3258,BUENOS AIRES,0
3259,BUENOS AIRES,532
3260,BUENOS AIRES,1948
3261,BUENOS AIRES,116916
3262,BUENOS AIRES,247
3263,BUENOS AIRES,7444
3264,BUENOS AIRES,127
3265,BUENOS AIRES,42781
3266,BUENOS AIRES,3351
3267,ENTRE RIOS,34
3268,SAN LUIS,0
3269,SAN LUIS,0
3270,CABA,164310
3271,CORDOBA,303
3272,CORDOBA,154
3273,CORDOBA,140
3274,CORDOBA,129
3275,CORDOBA,207
3276,CORDOBA,1311
3277,CORDOBA,112
3278,CORDOBA,94
3279,CORDOBA,422
3280,CABA,126831
3281,ENTRE RIOS,194
3282,ENTRE RIOS,24307
3283,ENTRE RIOS,1362
3284,ENTRE RIOS,2410
3285,ENTRE RIOS,1325
3286,CORDOBA,43
3287,CORDOBA,157
3288,CORDOBA,1275
3289,CORDOBA,85
3290,CORDOBA,183
3291,CORDOBA,129
3292,CORDOBA,171
3293,CORDOBA,5697
3294,CORDOBA,1318
3295,CORDOBA,20534
3296,CORDOBA,53
3297,CORDOBA,1198
3298,CORDOBA,103
3299,CORDOBA,525
3300,CORDOBA,140
3301,ENTRE RIOS,905
3302,ENTRE RIOS,2720
3303,ENTRE RIOS,1339
3304,ENTRE RIOS,336
3305,ENTRE RIOS,16075
3306,ENTRE RIOS,379
3307,ENTRE RIOS,2845
3308,ENTRE RIOS,10282
3309,ENTRE RIOS,325
3310,ENTRE RIOS,263
3311,ENTRE RIOS,175
3312,ENTRE RIOS,4741
3313,ENTRE RIOS,40507
3314,ENTRE RIOS,347
3315,LA RIOJA,532
3316,LA RIOJA,1164
3317,LA RIOJA,116
3318,LA RIOJA,903
3319,LA RIOJA,731
3320,LA RIOJA,4547
3321,LA RIOJA,1335
3322,LA RIOJA,359
3323,LA RIOJA,1017
3324,LA RIOJA,149
3325,LA RIOJA,1697
3326,LA RIOJA,214
3327,LA RIOJA,152
3328,LA RIOJA,3494
3329,LA RIOJA,178
3330,LA RIOJA,1695
3331,LA RIOJA,3205
3332,ENTRE RIOS,1091
3333,ENTRE RIOS,179
3334,ENTRE RIOS,750
3335,ENTRE RIOS,47
3336,ENTRE RIOS,158
3337,ENTRE RIOS,144
3338,ENTRE RIOS,996
3339,ENTRE RIOS,80614
3340,ENTRE RIOS,298
3341,ENTRE RIOS,6180
3342,ENTRE RIOS,96
3343,ENTRE RIOS,2030
3344,ENTRE RIOS,8580
3345,ENTRE RIOS,0
3346,NEUQUEN,734
3347,NEUQUEN,1391
3348,NEUQUEN,558
3349,NEUQUEN,938
3350,NEUQUEN,2443
3351,NEUQUEN,113
3352,NEUQUEN,18691
3353,NEUQUEN,71
3354,NEUQUEN,207
3355,NEUQUEN,3144
3356,NEUQUEN,792
3357,NEUQUEN,432
3358,NEUQUEN,4464
3359,NEUQUEN,23
3360,NEUQUEN,0
3361,NEUQUEN,229
3362,RIO NEGRO,27
3363,RIO NEGRO,92
3364,SALTA,76070
3365,SALTA,2920
3366,SALTA,450
3367,SALTA,213
3368,SALTA,4714
3369,SALTA,62
3370,SALTA,2353
3371,SALTA,1073
3372,SALTA,529
3373,SALTA,2155
3374,SALTA,587
3375,SALTA,432
3376,SALTA,1809
3377,SALTA,542
3378,SALTA,487
3379,SALTA,161
3380,SALTA,462
3381,SALTA,24140
3382,SALTA,80
3383,SALTA,8929
3384,SALTA,1031
3385,SALTA,1402
3386,SALTA,20795
3387,SALTA,823
3388,SALTA,1276
3389,SALTA,437
3390,SALTA,2209
3391,SALTA,60
3392,SALTA,195
3393,SALTA,1002
3394,SALTA,916
3395,SALTA,367
3396,SALTA,171
3397,SAN JUAN,0
3398,SAN JUAN,316
3399,SAN JUAN,325
3400,SAN JUAN,661
3401,SAN JUAN,906
3402,SAN JUAN,98
3403,SAN JUAN,2625
3404,SAN JUAN,699
3405,SAN JUAN,0
3406,SAN JUAN,0
3407,SAN JUAN,96
3408,SAN JUAN,484
3409,SAN JUAN,1454
3410,SAN JUAN,0
3411,SAN JUAN,114
3412,SAN JUAN,819
3413,SAN JUAN,740
3414,SAN JUAN,408
3415,SAN JUAN,10940
3416,SAN JUAN,622
3417,SAN JUAN,340
3418,SAN LUIS,0
3419,SAN LUIS,0
3420,SAN LUIS,0
3421,SAN LUIS,0
3422,SAN LUIS,0
3423,SAN LUIS,0
3424,SAN LUIS,0
3425,SAN LUIS,0
3426,SAN LUIS,0
3427,SAN LUIS,379
3428,SAN LUIS,0
3429,SAN LUIS,0
3430,SAN LUIS,2016
3431,SAN LUIS,0
3432,SAN LUIS,0
3433,SAN LUIS,7459
3434,SAN LUIS,0
3435,SAN LUIS,0
3436,SAN LUIS,3732
3437,SAN LUIS,0
3438,SAN LUIS,0
3439,SAN LUIS,0
3440,SAN LUIS,0
3441,SAN LUIS,0
3442,SAN LUIS,0
3443,SAN LUIS,0
3444,SAN LUIS,0
3445,SAN LUIS,0
3446,SAN LUIS,0
3447,SAN LUIS,0
3448,SAN LUIS,0
3449,SANTA FE,4939
3450,SANTA FE,34703
3451,SANTA FE,6871
3452,SANTA FE,5415
3453,SANTA FE,1652
3454,SANTA FE,1832
3455,SANTA FE,152
3456,SANTA FE,2462
3457,SANTA FE,6775
3458,SANTA FE,1810
3459,SANTA FE,1213
3460,SANTA FE,51
3461,SANTA FE,1576
3462,SANTA FE,1298
3463,SANTA FE,1680
3464,SANTA FE,113
3465,SANTA FE,1790
3466,SANTA FE,290
3467,SANTA FE,1070
3468,SANTA FE,226
3469,SANTA FE,187
3470,SANTA FE,118
3471,SANTA FE,269
3472,SANTA FE,123
3473,SANTA FE,330
3474,SANTA FE,279
3475,SANTA FE,594
3476,SANTA FE,782
3477,SANTA FE,0
3478,SANTA FE,105
3479,SANTA FE,746
3480,SANTA FE,22
3481,SANTA FE,10520
3482,SANTA FE,142
3483,SANTA FE,4751
3484,SANTA FE,676
3485,SANTA FE,2416
3486,SANTA FE,4853
3487,SANTA FE,90
3488,SANTA FE,1530
3489,SANTA FE,262
3490,SANTA FE,524
3491,SANTA FE,91571
3492,SANTA FE,1694
3493,SANTA FE,272
3494,SANTA FE,5655
3495,SANTA FE,2117
3496,SANTA FE,20537
3497,SANTA FE,1002
3498,SANTA FE,1169
3499,SANTA FE,1405
3500,SANTA FE,112
3501,SANTA FE,220
3502,BUENOS AIRES,38359
3503,BUENOS AIRES,42873
3504,BUENOS AIRES,54374
3505,BUENOS AIRES,54208
3506,BUENOS AIRES,37016
3507,BUENOS AIRES,0
3508,BUENOS AIRES,24410
3509,ENTRE RIOS,746
3510,NEUQUEN,2660
3511,NEUQUEN,125
3512,NEUQUEN,32097
3513,RIO NEGRO,126
3514,RIO NEGRO,114
3515,RIO NEGRO,76
3516,RIO NEGRO,176
3517,RIO NEGRO,6261
3518,RIO NEGRO,5187
3519,RIO NEGRO,2494
3520,RIO NEGRO,3
3521,RIO NEGRO,46
3522,RIO NEGRO,82
3523,RIO NEGRO,217
3524,RIO NEGRO,973
3525,RIO NEGRO,147
3526,RIO NEGRO,1542
3527,CABA,56281
3528,CORDOBA,3162
3529,CORDOBA,508
3530,CORDOBA,70
3531,CORDOBA,5425
3532,CORDOBA,336
3533,CORDOBA,11181
3534,CORDOBA,672
3535,CORDOBA,235
3536,CORDOBA,19458
3537,CORDOBA,510
3538,CORDOBA,909
3539,CORDOBA,5925
3540,CORDOBA,7544
3541,CORDOBA,16335
3542,CORDOBA,103
3543,CORDOBA,1242
3544,CORDOBA,6
3545,CORDOBA,1259
3546,CORDOBA,126
3547,CORDOBA,3653
3548,CORDOBA,852
3549,CORDOBA,1126
3550,CORDOBA,0
3551,SAN LUIS,0
3552,SAN LUIS,0
3553,SAN LUIS,0
3554,SAN LUIS,0
3555,CABA,52551
3556,CORDOBA,9526
3557,CORDOBA,131
3558,CORDOBA,6554
3559,CORDOBA,6187
3560,CORDOBA,62423
3561,CORDOBA,50
3562,CORDOBA,6702
3563,CORDOBA,108
3564,CORDOBA,1738
3565,CORDOBA,1864
3566,CORDOBA,7
3567,CORDOBA,2282
3568,CORDOBA,2287
3569,CORDOBA,7586
3570,CORDOBA,5919
3571,CORDOBA,812
3572,CORDOBA,6869
3573,CORDOBA,1051
3574,CORDOBA,767
3575,CORDOBA,304
3576,ENTRE RIOS,17791
3577,ENTRE RIOS,281
3578,ENTRE RIOS,1571
3579,ENTRE RIOS,145
3580,ENTRE RIOS,29
3581,ENTRE RIOS,121
3582,ENTRE RIOS,1510
3583,ENTRE RIOS,4364
3584,ENTRE RIOS,22824
3585,ENTRE RIOS,178
3586,ENTRE RIOS,773
3587,ENTRE RIOS,66
3588,ENTRE RIOS,144
3589,ENTRE RIOS,302
3590,ENTRE RIOS,71
3591,ENTRE RIOS,5310
3592,RIO NEGRO,59
3593,RIO NEGRO,129
3594,RIO NEGRO,20
3595,RIO NEGRO,5484
3596,RIO NEGRO,110
3597,RIO NEGRO,252
3598,RIO NEGRO,498
3599,RIO NEGRO,2182
3600,RIO NEGRO,311
3601,RIO NEGRO,170
3602,RIO NEGRO,48
3603,RIO NEGRO,726
3604,RIO NEGRO,22859
3605,RIO NEGRO,462
3606,RIO NEGRO,1651
3607,RIO NEGRO,61
3608,RIO NEGRO,52
3609,RIO NEGRO,23
3610,RIO NEGRO,66
3611,RIO NEGRO,1900
3612,RIO NEGRO,267
3613,RIO NEGRO,310
3614,SAN LUIS,598
3615,SAN LUIS,0
3616,SAN LUIS,0
3617,SAN LUIS,0
3618,SAN LUIS,0
3619,SAN LUIS,739
3620,SAN LUIS,0
3621,SAN LUIS,0
3622,SAN LUIS,0
3623,SAN LUIS,0
3624,SAN LUIS,0
3625,SAN LUIS,0
3626,SAN LUIS,0
3627,SAN LUIS,0
3628,SAN LUIS,523
3629,SAN LUIS,162
3630,SAN LUIS,0
3631,SAN LUIS,0
3632,SAN LUIS,5119
3633,SAN LUIS,822
3634,SAN LUIS,0
3635,SAN LUIS,0
3636,SAN LUIS,0
3637,SAN LUIS,0
3638,SAN LUIS,0
3639,SAN LUIS,0
3640,SAN LUIS,0
3641,SAN LUIS,0
3642,SANTA FE,5417
3643,SANTA FE,2402
3644,SANTA FE,427
3645,SANTA FE,288
3646,SANTA FE,20620
3647,SANTA FE,531
3648,SANTA FE,2204
3649,SANTA FE,796
3650,SANTA FE,174
3651,SANTA FE,155
3652,SANTA FE,4034
3653,SANTA FE,23281
3654,SANTA FE,3419
3655,SANTA FE,36994
3656,SANTA FE,3698
3657,SANTA FE,36
3658,SANTA FE,129
3659,SANTA FE,166
3660,SANTA FE,26448
3661,SANTA FE,1146
3662,SANTA FE,6789
3663,SANTA FE,497
3664,SANTA FE,856
3665,SANTA FE,413
3666,SANTA FE,6747
3667,SANTA FE,32
3668,SANTA FE,1083
3669,SANTA FE,6080
3670,SANTA FE,513
3671,SANTA FE,2606
3672,SANTA FE,2962
3673,SANTA FE,142
3674,SANTA FE,183
3675,SANTA FE,329
3676,SANTA FE,7755
3677,SANTA FE,13604
3678,SANTA FE,1608
3679,SANTA FE,391
3680,LA RIOJA,148
3681,LA RIOJA,1808
3682,LA RIOJA,11039
3683,LA RIOJA,733
3684,LA RIOJA,0
3685,LA RIOJA,0
3686,LA RIOJA,0
3687,LA RIOJA,0
3688,LA RIOJA,0
3689,LA RIOJA,0
3690,LA RIOJA,0
3691,LA RIOJA,0
3692,LA RIOJA,3918
3693,LA RIOJA,0
3694,LA RIOJA,0
3695,LA RIOJA,0
3696,LA RIOJA,0
3697,LA RIOJA,0
3698,LA RIOJA,2275
3699,LA RIOJA,230
3700,LA RIOJA,2401
3701,MENDOZA,114893
3702,MENDOZA,4939
3703,MENDOZA,941
3704,MENDOZA,29909
3705,MENDOZA,439
3706,MENDOZA,0
3707,MENDOZA,191299
3708,MENDOZA,0
3709,MENDOZA,0
3710,SAN LUIS,91
3711,BUENOS AIRES,95
3712,BUENOS AIRES,20
3713,BUENOS AIRES,5020
3714,BUENOS AIRES,165
3715,BUENOS AIRES,2234
3716,BUENOS AIRES,1832
3717,BUENOS AIRES,1474
3718,BUENOS AIRES,434
3719,BUENOS AIRES,42
3720,BUENOS AIRES,632
3721,BUENOS AIRES,12122
3722,BUENOS AIRES,53
3723,BUENOS AIRES,0
3724,BUENOS AIRES,1924
3725,BUENOS AIRES,25940
3726,BUENOS AIRES,286
3727,SAN LUIS,297
3728,SAN LUIS,0
3729,SAN LUIS,7374
3730,SAN LUIS,0
3731,SAN LUIS,0
3732,SAN LUIS,0
3733,SAN LUIS,0
3734,SAN LUIS,0
3735,SAN LUIS,0
3736,SAN LUIS,0
3737,SAN LUIS,155
3738,SAN LUIS,83
3739,SAN LUIS,275
3740,SAN LUIS,0
3741,SAN LUIS,0
3742,SAN LUIS,0
3743,SAN LUIS,0
3744,SAN LUIS,0
3745,SAN LUIS,0
3746,SAN LUIS,0
3747,SAN LUIS,201
3748,SAN LUIS,272
3749,SAN LUIS,10135
3750,SAN LUIS,0
3751,BUENOS AIRES,0
3752,BUENOS AIRES,2664
3753,BUENOS AIRES,720
3754,BUENOS AIRES,2022
3755,BUENOS AIRES,115
3756,BUENOS AIRES,11093
3757,BUENOS AIRES,65
3758,BUENOS AIRES,287
3759,BUENOS AIRES,365
3760,BUENOS AIRES,8883
3761,BUENOS AIRES,95
3762,BUENOS AIRES,2877
3763,ENTRE RIOS,107
3764,SAN LUIS,0
3765,BUENOS AIRES,0
3766,BUENOS AIRES,56463
3767,BUENOS AIRES,0
3768,BUENOS AIRES,0
3769,BUENOS AIRES,0
3770,BUENOS AIRES,64544
3771,BUENOS AIRES,4722
3772,BUENOS AIRES,70042
3773,FORMOSA,373
3774,SAN LUIS,192
3775,BUENOS AIRES,94441
3776,BUENOS AIRES,28780
3777,BUENOS AIRES,42663
3778,BUENOS AIRES,59169
3779,BUENOS AIRES,408
3780,BUENOS AIRES,45901
3781,BUENOS AIRES,48136
3782,BUENOS AIRES,0
3783,BUENOS AIRES,34588
3784,BUENOS AIRES,38954
3785,BUENOS AIRES,1302
3786,BUENOS AIRES,0
3787,BUENOS AIRES,203
3788,BUENOS AIRES,1351
3789,BUENOS AIRES,2165
3790,BUENOS AIRES,6473
3791,BUENOS AIRES,82
3792,BUENOS AIRES,52
3793,BUENOS AIRES,609
3794,CABA,126374
3795,CORDOBA,1456
3796,CORDOBA,9005
3797,CORDOBA,2985
3798,CORDOBA,165
3799,CORDOBA,969
3800,CORDOBA,101
3801,CABA,51949
3802,ENTRE RIOS,2970
3803,ENTRE RIOS,69
3804,ENTRE RIOS,0
3805,ENTRE RIOS,19536
3806,ENTRE RIOS,82
3807,ENTRE RIOS,155
3808,ENTRE RIOS,766
3809,ENTRE RIOS,0
3810,CORDOBA,2201
3811,CORDOBA,287
3812,CORDOBA,6038
3813,CORDOBA,145
3814,CORDOBA,766
3815,CORDOBA,368
3816,CORDOBA,675
3817,CORDOBA,32
3818,CORDOBA,157010
3819,CORDOBA,7716
3820,CORDOBA,3160
3821,FORMOSA,1351
3822,ENTRE RIOS,0
3823,ENTRE RIOS,4805
3824,ENTRE RIOS,5373
3825,ENTRE RIOS,564
3826,ENTRE RIOS,101
3827,ENTRE RIOS,7557
3828,ENTRE RIOS,4116
3829,ENTRE RIOS,247139
3830,ENTRE RIOS,282
3831,ENTRE RIOS,802
3832,ENTRE RIOS,296
3833,ENTRE RIOS,0
3834,ENTRE RIOS,9105
3835,CABA,13912
3836,CORDOBA,3860
3837,CORDOBA,292
3838,CORDOBA,414
3839,CORDOBA,10021
3840,CORDOBA,81
3841,CORDOBA,126
3842,CORDOBA,608
3843,CORDOBA,88
3844,CORDOBA,178
3845,CORDOBA,797
3846,CORDOBA,179
3847,CORDOBA,107
3848,CORDOBA,509
3849,CORDOBA,79
3850,CORDOBA,212
3851,CORDOBA,184
3852,CORDOBA,365
3853,CORDOBA,3404
3854,CORDOBA,234
3855,CORDOBA,2185
3856,CORDOBA,150
3857,CORDOBA,109
3858,CORDOBA,134
3859,CORDOBA,69
3860,CORDOBA,114
3861,CORDOBA,9254
3862,BUENOS AIRES,14734
3863,BUENOS AIRES,3783
3864,BUENOS AIRES,37480
3865,BUENOS AIRES,16903
3866,BUENOS AIRES,0
3867,BUENOS AIRES,50116
3868,BUENOS AIRES,7941
3869,BUENOS AIRES,60132
3870,BUENOS AIRES,0
3871,BUENOS AIRES,6611
3872,BUENOS AIRES,0
3873,BUENOS AIRES,2934
3874,BUENOS AIRES,172
3875,BUENOS AIRES,0
3876,BUENOS AIRES,0
3877,BUENOS AIRES,487
3878,BUENOS AIRES,760
3879,BUENOS AIRES,0
3880,BUENOS AIRES,7713
3881,BUENOS AIRES,0
3882,BUENOS AIRES,956
3883,BUENOS AIRES,109
3884,FORMOSA,133
3885,FORMOSA,9429
3886,BUENOS AIRES,4777
3887,BUENOS AIRES,1098
3888,BUENOS AIRES,161
3889,BUENOS AIRES,45
3890,BUENOS AIRES,33442
3891,BUENOS AIRES,23
3892,BUENOS AIRES,77
3893,BUENOS AIRES,2081
3894,BUENOS AIRES,1017
3895,BUENOS AIRES,0
3896,BUENOS AIRES,0
3897,SAN LUIS,100
3898,SAN LUIS,176
3899,CABA,14084
3900,CORDOBA,2420
3901,CORDOBA,1347
3902,CORDOBA,67
3903,CORDOBA,287
3904,CORDOBA,7044
3905,CORDOBA,84
3906,CORDOBA,7761
3907,CABA,225970
3908,ENTRE RIOS,3695
3909,ENTRE RIOS,495
3910,ENTRE RIOS,1322
3911,ENTRE RIOS,189
3912,ENTRE RIOS,9383
3913,ENTRE RIOS,160
3914,ENTRE RIOS,215
3915,CORDOBA,938
3916,CORDOBA,225
3917,CORDOBA,150
3918,CORDOBA,166
3919,CORDOBA,542
3920,CORDOBA,106
3921,CORDOBA,194
3922,CORDOBA,166
3923,CORDOBA,675
3924,CORDOBA,124
3925,CORDOBA,219
3926,CORDOBA,2481
3927,CORDOBA,246
3928,CORDOBA,4648
3929,CORDOBA,2435
3930,CORDOBA,759
3931,CORDOBA,328
3932,CORDOBA,1763
3933,ENTRE RIOS,661
3934,ENTRE RIOS,2994
3935,ENTRE RIOS,12733
3936,ENTRE RIOS,62
3937,ENTRE RIOS,294
3938,ENTRE RIOS,119
3939,ENTRE RIOS,201
3940,ENTRE RIOS,2046
3941,ENTRE RIOS,491
3942,ENTRE RIOS,101
3943,ENTRE RIOS,66
3944,ENTRE RIOS,5870
3945,ENTRE RIOS,12801
3946,ENTRE RIOS,696
3947,ENTRE RIOS,9485
3948,ENTRE RIOS,1948
3949,MENDOZA,0
3950,MENDOZA,0
3951,MENDOZA,0
3952,MENDOZA,0
3953,MENDOZA,0
3954,MENDOZA,0
3955,MENDOZA,4271
3956,MENDOZA,0
3957,MENDOZA,0
3958,MENDOZA,0
3959,MENDOZA,0
3960,MENDOZA,252618
3961,MENDOZA,0
3962,MENDOZA,0
3963,BUENOS AIRES,17794
3964,BUENOS AIRES,73939
3965,BUENOS AIRES,15270
3966,BUENOS AIRES,7300
3967,BUENOS AIRES,18152
3968,BUENOS AIRES,19326
3969,BUENOS AIRES,12990
3970,BUENOS AIRES,11987
3971,MENDOZA,189067
3972,MENDOZA,0
3973,MENDOZA,942
3974,MENDOZA,0
3975,MENDOZA,7524
3976,MENDOZA,0
3977,MENDOZA,0
3978,MENDOZA,0
3979,MENDOZA,0
3980,MENDOZA,0
3981,MENDOZA,594
3982,MENDOZA,6324
3983,MENDOZA,9403
3984,MENDOZA,4572
3985,RIO NEGRO,856
3986,RIO NEGRO,1
3987,RIO NEGRO,665
3988,RIO NEGRO,5
3989,RIO NEGRO,530
3990,RIO NEGRO,52789
3991,RIO NEGRO,89
3992,RIO NEGRO,71
3993,RIO NEGRO,4025
3994,RIO NEGRO,10146
3995,RIO NEGRO,1764
3996,RIO NEGRO,1148
3997,RIO NEGRO,7686
3998,RIO NEGRO,5603
3999,RIO NEGRO,737
4000,RIO NEGRO,460
4001,RIO NEGRO,521
4002,RIO NEGRO,150
4003,RIO NEGRO,17061
4004,RIO NEGRO,155
4005,RIO NEGRO,65
4006,RIO NEGRO,75
4007,RIO NEGRO,109305
4008,RIO NEGRO,0
4009,RIO NEGRO,88
4010,RIO NEGRO,0
4011,RIO NEGRO,1919
4012,CORDOBA,19713
4013,CORDOBA,2779
4014,CORDOBA,15313
4015,CORDOBA,386
4016,CORDOBA,545
4017,CORDOBA,133
4018,CORDOBA,10
4019,CORDOBA,320
4020,CORDOBA,7
4021,CORDOBA,591
4022,CORDOBA,483
4023,CORDOBA,8487
4024,CORDOBA,21
4025,CORDOBA,1198
4026,CORDOBA,136
4027,SALTA,1151
4028,SAN JUAN,0
4029,SAN JUAN,524
4030,SAN JUAN,0
4031,SAN JUAN,1169
4032,SAN JUAN,0
4033,SAN JUAN,5275
4034,SAN JUAN,1367
4035,SAN JUAN,3460
4036,SAN JUAN,3484
4037,SAN JUAN,499
4038,SAN JUAN,384
4039,SAN JUAN,2760
4040,SAN JUAN,1252
4041,SAN JUAN,0
4042,SAN JUAN,0
4043,SAN JUAN,0
4044,SAN JUAN,22046
4045,SAN JUAN,1563
4046,SAN JUAN,0
4047,SAN JUAN,4472
4048,CABA,46779
4049,CORDOBA,1598
4050,CORDOBA,78
4051,CORDOBA,1480
4052,CORDOBA,163
4053,CORDOBA,7437
4054,FORMOSA,413
4055,SAN LUIS,111
4056,CORDOBA,1748
4057,CORDOBA,219
4058,CORDOBA,6253
4059,CORDOBA,961
4060,CORDOBA,972
4061,CORDOBA,13180
4062,CORDOBA,14735
4063,CORDOBA,5680
4064,CORDOBA,517
4065,CORDOBA,116
4066,BUENOS AIRES,46649
4067,BUENOS AIRES,135893
4068,BUENOS AIRES,14
4069,BUENOS AIRES,243
4070,BUENOS AIRES,9244
4071,BUENOS AIRES,236
4072,BUENOS AIRES,0
4073,BUENOS AIRES,7174
4074,BUENOS AIRES,1207
4075,BUENOS AIRES,8008
4076,SAN JUAN,3463
4077,SAN JUAN,2198
4078,SAN JUAN,988
4079,SAN JUAN,0
4080,SAN JUAN,109123
4081,SAN JUAN,589
4082,SAN JUAN,484
4083,SAN JUAN,28222
4084,SAN JUAN,553
4085,SAN JUAN,0
4086,SAN JUAN,805
4087,SAN JUAN,0
4088,SAN JUAN,99
4089,SAN JUAN,817
4090,SAN JUAN,404
4091,SAN JUAN,823
4092,SAN JUAN,87258
4093,SAN JUAN,0
4094,BUENOS AIRES,50460
4095,BUENOS AIRES,85
4096,BUENOS AIRES,1738
4097,BUENOS AIRES,191
4098,BUENOS AIRES,56116
4099,BUENOS AIRES,0
4100,BUENOS AIRES,112806
4101,BUENOS AIRES,60717
4102,BUENOS AIRES,274130
4103,BUENOS AIRES,5651
4104,BUENOS AIRES,3444
4105,BUENOS AIRES,25990
4106,BUENOS AIRES,56219
4107,BUENOS AIRES,33227
4108,BUENOS AIRES,37944
4109,BUENOS AIRES,64077
4110,ENTRE RIOS,741
4111,ENTRE RIOS,72528
4112,ENTRE RIOS,0
4113,ENTRE RIOS,1251
4114,ENTRE RIOS,383
4115,ENTRE RIOS,230
4116,ENTRE RIOS,976
4117,ENTRE RIOS,281
4118,ENTRE RIOS,1187
4119,ENTRE RIOS,1427
4120,ENTRE RIOS,1337
4121,ENTRE RIOS,639
4122,ENTRE RIOS,211
4123,ENTRE RIOS,0
4124,ENTRE RIOS,0
4125,ENTRE RIOS,139
4126,BUENOS AIRES,567
4127,BUENOS AIRES,2063
4128,BUENOS AIRES,495
4129,BUENOS AIRES,523
4130,BUENOS AIRES,63
4131,BUENOS AIRES,46867
4132,BUENOS AIRES,17
4133,BUENOS AIRES,4402
4134,BUENOS AIRES,91280
4135,BUENOS AIRES,5846
4136,BUENOS AIRES,37628
4137,BUENOS AIRES,42377
4138,BUENOS AIRES,603
4139,BUENOS AIRES,17005
4140,BUENOS AIRES,76
4141,BUENOS AIRES,118
4142,BUENOS AIRES,6351
4143,BUENOS AIRES,45231
4144,BUENOS AIRES,27954
4145,BUENOS AIRES,44632
4146,BUENOS AIRES,676
4147,BUENOS AIRES,7225
4148,BUENOS AIRES,156
4149,BUENOS AIRES,1
4150,BUENOS AIRES,6623
4151,BUENOS AIRES,453
4152,BUENOS AIRES,1307
4153,BUENOS AIRES,29433
4154,BUENOS AIRES,9812
4155,BUENOS AIRES,2910
4156,JUJUY,42
4157,BUENOS AIRES,39685
4158,BUENOS AIRES,177572
4159,BUENOS AIRES,49553
4160,BUENOS AIRES,112511
4161,BUENOS AIRES,107962
4162,BUENOS AIRES,59312
